Date,Mode,Rank,Priority,Stock,Signal,Conviction,Entry,Stop,Target,RR,Current Price,Stop Away,Target Away,Status,First Hit,Hit Date,Result,R,Days,Notes
2026-05-05,Intraday,2,Highest Priority,BHARTIARTL,SELL,94,1799.89,1812.11,1769.35,2.5,1904.9,-₹92.79 / -4.87%,+₹135.55 / +7.12%,Ambiguous Entry Candle,Entry/exit same candle,2026-05-11,Ambiguous,,15,Top 3 Intraday scanner pick
2026-05-05,Intraday,3,Highest Priority,VBL,SELL,91,498.9,502.18,490.7,2.5,514.2,-₹12.02 / -2.34%,+₹23.50 / +4.57%,Ambiguous Entry Candle,Entry/exit same candle,2026-05-12,Ambiguous,,15,Top 3 Intraday scanner pick
2026-05-05,Swing,1,Highest Priority,ABCAPITAL,BUY,94,363.48,348.35,401.3,2.5,345.3,-₹3.05 / -0.88%,+₹56.00 / +16.22%,Ambiguous Entry Candle,Entry/exit same candle,2026-05-05,Ambiguous,,15,Top 3 Swing scanner pick
2026-05-05,Swing,2,Highest Priority,AMBUJACEM,SELL,94,430.64,448.08,387.03,2.5,427.0,+₹21.08 / +4.94%,+₹39.97 / +9.36%,Stop Hit First,Stop,2026-05-15,Loss,-1.0,15,Top 3 Swing scanner pick
2026-05-05,Swing,3,Highest Priority,JINDALSTEL,BUY,91,1285.87,1234.57,1414.12,2.5,1207.0,-₹27.57 / -2.28%,+₹207.12 / +17.16%,Pending Trigger,,,,,15,Top 3 Swing scanner pick
2026-05-05,Intraday,1,Medium Priority,ABBOTINDIA,SELL,88,25294.31,25416.29,24989.35,2.5,27795.0,-₹2378.71 / -8.56%,+₹2805.65 / +10.09%,Stop Hit First,Stop,2026-05-05,Loss,-1.0,15,Top 3 Intraday scanner pick
2026-05-05,Intraday,2,Medium Priority,PAYTM,SELL,88,1076.94,1087.7,1050.04,2.5,1121.4,-₹33.70 / -3.01%,+₹71.36 / +6.36%,Ambiguous Entry Candle,Entry/exit same candle,2026-05-05,Ambiguous,,14,Top 3 Intraday scanner pick
2026-05-05,Intraday,3,Medium Priority,RECLTD,SELL,88,351.5,353.66,346.08,2.5,333.5,+₹20.16 / +6.04%,-₹12.58 / -3.77%,Ambiguous Entry Candle,Entry/exit same candle,2026-05-05,Ambiguous,,14,Top 3 Intraday scanner pick
2026-05-05,Intraday,1,Medium Priority,PAYTM,SELL,88,1084.83,1095.19,1058.91,2.5,1121.4,-₹26.21 / -2.34%,+₹62.49 / +5.57%,Stop Hit First,Stop,2026-05-05,Loss,-1.0,14,Top 3 Intraday scanner pick
2026-05-05,Intraday,2,Medium Priority,BAJFINANCE,SELL,84,939.62,947.08,920.97,2.5,928.0,+₹19.08 / +2.06%,+₹7.03 / +0.76%,Ambiguous Entry Candle,Entry/exit same candle,2026-05-05,Ambiguous,,14,Top 3 Intraday scanner pick
2026-05-05,Intraday,3,Medium Priority,HDFCBANK,SELL,84,763.12,767.68,751.73,2.5,767.9,-₹0.22 / -0.03%,+₹16.17 / +2.11%,Ambiguous Entry Candle,Entry/exit same candle,2026-05-11,Ambiguous,,14,Top 3 Intraday scanner pick
2026-05-05,Intraday,1,Medium Priority,JSWSTEEL,SELL,84,1251.19,1258.24,1233.57,2.5,1293.3,-₹35.06 / -2.71%,+₹59.73 / +4.62%,Stop Hit First,Stop,2026-05-05,Loss,-1.0,14,Top 3 Intraday scanner pick
2026-05-05,Intraday,2,Medium Priority,M&M,SELL,84,3071.34,3090.84,3022.6,2.5,3117.7,-₹26.86 / -0.86%,+₹95.10 / +3.05%,Ambiguous Entry Candle,Entry/exit same candle,2026-05-05,Ambiguous,,14,Top 3 Intraday scanner pick
